cycle_timestamp,claim,source,source_category,indicator_category,market,time,confidence
2026-03-09T23:32:19Z,"President Trump set a one-month deadline for a nuclear deal starting from February 12, 2026, with warnings of 'very traumatic' consequences if unmet.",Trump administration statements,government_official,diplomatic_signals,regime_fall,2026-02-12T00:00:00Z,high
2026-03-09T23:32:19Z,"Supreme Leader Khamenei rejected US nuclear and missile negotiation terms on February 17, 2026.",Iranian leadership statements,government_official,diplomatic_signals,regime_fall,2026-02-17T00:00:00Z,high
2026-03-09T23:32:19Z,Iranian Foreign Minister Araghchi stated Iran's stance against missile negotiations in February 2026.,Iranian Foreign Ministry statements,government_official,diplomatic_signals,regime_fall,2026-02-17T00:00:00Z,high
2026-03-09T23:32:19Z,"The US designated Iran as a state sponsor of wrongful detention on February 27, 2026.",US State Department,government_official,diplomatic_signals,regime_fall,2026-02-27T00:00:00Z,high
2026-03-09T23:32:19Z,"Israeli intelligence estimated Iran had approximately 120 remaining missile launchers as of March 7, 2026.",Israeli military intelligence,osint,military_pressure,regime_fall,2026-03-07T00:00:00Z,medium
2026-03-09T23:32:19Z,"Iran evacuated non-essential diplomats from Lebanon on March 6, 2026, amid Israeli strikes near its embassy.",Diplomatic sources,osint,diplomatic_signals,regime_fall,2026-03-06T00:00:00Z,medium
2026-03-09T23:32:19Z,"Lebanon banned IRGC activity and announced deportation of members on March 5, 2026.",Lebanese government statements,government_official,international_response,regime_fall,2026-03-05T00:00:00Z,high
2026-03-09T23:32:19Z,"The US campaign against Iran, Operation Epic Fury, continues with sustained airstrikes predicted to last four to five weeks.",US military sources,government_official,military_pressure,regime_fall,2026-03-08T00:00:00Z,medium
2026-03-09T23:32:19Z,"Heavy US military assets including F-16s, F-15E Strike Eagles, B-52H Stratofortress bombers, and Tomahawk missiles from destroyers have been mobilized in the operation.",US military deployment reports,government_official,military_pressure,regime_fall,2026-03-08T00:00:00Z,high
2026-03-09T23:32:19Z,F-15 fighters from Langley Air Force Base were deployed to the Middle East.,US military deployment records,government_official,military_pressure,regime_fall,2026-03-08T00:00:00Z,high
2026-03-09T23:32:19Z,US-Israeli strikes targeted ballistic missile production sites and defense industries in Iran during campaign phases following initial air defense degradation.,Military intelligence sources,osint,military_pressure,regime_fall,2026-03-08T00:00:00Z,medium
2026-03-09T23:32:19Z,"Iran's retaliatory barrages hit Gulf Cooperation Council states and US-allied bases including Harir, Erbil, and Camp Buehring in Kuwait.",Military intelligence sources,osint,military_pressure,regime_fall,2026-03-08T00:00:00Z,high
2026-03-09T23:32:19Z,"President Trump commented on March 5 about supporting Kurdish offensives, though this was denied by Iraqi Kurds.",Trump administration statements,government_official,diplomatic_signals,regime_fall,2026-03-05T00:00:00Z,medium
2026-03-09T23:32:19Z,"President Trump stated he was influencing Iran's selection of the next Supreme Leader as of March 5, 2026.",Trump administration statements,government_official,succession_dynamics,regime_fall,2026-03-05T00:00:00Z,medium
2026-03-10T15:51:07Z,"US deployed a third aircraft carrier, USS George H. W. Bush, to the Middle East on March 7, 2026.",Wire service report,wire_service,military_pressure,regime_fall,2026-03-07T00:00:00Z,high
2026-03-10T15:51:07Z,"The IDF reported destroying three Iranian missile launchers and an IRGC Drone Command Headquarters on March 9, 2026.",IDF statement,government_official,military_pressure,regime_fall,2026-03-09T00:00:00Z,high
2026-03-10T15:51:07Z,"The IDF reported killing 1,900 Iranian commanders since February 28, 2026.",IDF statement,government_official,military_pressure,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-10T15:51:07Z,"US and Israeli strikes have degraded 10 of 17 Iranian Artesh Air Force bases as of March 9, 2026.",Wire service report,wire_service,military_pressure,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-10T15:51:07Z,"Iran launched nine missile barrages at Israel between March 8-9, 2026.",Wire service report,wire_service,military_pressure,regime_fall,2026-03-09T00:00:00Z,high
2026-03-10T15:51:07Z,"Iran has fired over 500 missiles and 2,000 drones since February 28, 2026.",Wire service report,wire_service,military_pressure,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-10T15:51:07Z,"IRGC Ground Forces dismantled an armed anti-regime group in Kurdistan Province on March 9, 2026, killing one and arresting six.",Wire service report,wire_service,internal_stability,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-10T15:51:07Z,"US strikes targeted IRGC sites and PMF Brigade in Ninewa, Iraq on March 9, 2026.",Wire service report,wire_service,military_pressure,regime_fall,2026-03-09T00:00:00Z,high
2026-03-10T15:51:07Z,"Assembly of Experts member Hosseinali Eshkouri revealed on March 8, 2026 that a vote had selected Mojtaba Khamenei as next supreme leader.",News report,wire_service,succession_dynamics,regime_fall,2026-03-08T00:00:00Z,medium
2026-03-10T15:51:07Z,"Iranian President Masoud Pezeshkian stated on March 8, 2026 that Iran would suspend attacks on neighbors unless provoked from their territory.",News report,wire_service,diplomatic_signals,regime_fall,2026-03-08T00:00:00Z,high
2026-03-10T15:51:07Z,"Saudi Arabia warned Tehran on March 8, 2026 that further attacks on its territory or energy sites could prompt retaliation and potentially open Saudi bases to US operations.",News report,wire_service,diplomatic_signals,regime_fall,2026-03-08T00:00:00Z,high
2026-03-10T15:51:07Z,"US President Trump stated on March 5, 2026 that Mojtaba Khamenei was 'unacceptable' as successor and expressed interest in influencing the choice.",News report,wire_service,diplomatic_signals,regime_fall,2026-03-05T00:00:00Z,high
2026-03-10T15:51:07Z,"Ali Safavi of the NCRI stated on March 8, 2026 that the Iranian regime is 'on its last legs' post-Khamenei and that no successor can hold it together.",Newsmax,us_prestige,succession_dynamics,regime_fall,2026-03-08T00:00:00Z,medium
2026-03-10T15:51:07Z,"US and Israeli strikes hit Tehran's fuel infrastructure on March 8, 2026, causing black smoke, four deaths, and temporary fuel shortages.",News report,wire_service,economic_collapse,regime_fall,2026-03-08T00:00:00Z,high
2026-03-10T15:51:07Z,"Iranian officials labeled strikes on fuel infrastructure on March 8, 2026 as 'intentional chemical warfare.'",Iranian state media,government_official,military_pressure,regime_fall,2026-03-08T00:00:00Z,high
2026-03-10T15:51:07Z,"A jailbreak occurred in Mariwan as of March 8-9, 2026 amid ongoing military strikes.",Wire service report,wire_service,internal_stability,regime_fall,2026-03-09T00:00:00Z,low
2026-03-10T15:51:07Z,"IRGC ordered evacuations near borders, signaling preparation for ground confrontation as of March 8-9, 2026.",Wire service report,wire_service,military_pressure,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-10T15:51:07Z,"NCRI supporters rallied in Sweden on March 5, 2026 calling for a provisional government post-Khamenei.",News report,wire_service,international_response,regime_fall,2026-03-05T00:00:00Z,low
2026-03-10T15:51:07Z,"IDF struck over 120 Hezbollah targets in Lebanon on March 8-9, 2026.",IDF statement,government_official,military_pressure,regime_fall,2026-03-09T00:00:00Z,high
2026-03-10T15:51:07Z,"An IRGC deputy was reported killed on March 8, 2026 according to anti-regime media.",Anti-regime media,osint,internal_stability,regime_fall,2026-03-08T00:00:00Z,low
2026-03-10T16:18:53Z,"US warplanes took off toward Iran on March 10, 2026 as part of ongoing operations targeting Iranian military infrastructure including missile launchers.",US Military/Defense Department statements,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-10T16:18:53Z,"President Trump stated on March 9-10, 2026 that Iran's navy, air force, communications, missiles, and drones are nearly destroyed.",Trump statements,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-10T16:18:53Z,"Israeli Air Force conducted strikes on six IRGC air bases overnight into March 10, 2026, destroying aircraft, helicopters, runways, and air defenses.",IDF/Israeli military statements,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-10T16:18:53Z,"Over 170 bombs were dropped on Tehran, East Fahan, and Shiraz by Israeli forces on March 9-10, 2026.",Israeli military/intelligence reports,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-10T16:18:53Z,"Iran's new Supreme Leader Mojtaba Khamenei was wounded, according to Iranian state TV on March 9, 2026.",Iranian state TV,government_official,succession_dynamics,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-10T16:18:53Z,"Mojtaba Khamenei was appointed as Iran's next supreme leader by the Assembly of Experts according to reports from March 8, 2026.",Assembly of Experts/Hosseinali Eshkouri statements,government_official,succession_dynamics,regime_fall,2026-03-08T00:00:00Z,medium
2026-03-10T16:18:53Z,"Iran launched attacks on Israel and Gulf states on March 9-10, 2026, including missiles and drones that were intercepted by Kuwaiti forces.",Kuwait Army statement,government_official,military_pressure,regime_fall,2026-03-09T00:00:00Z,high
2026-03-10T16:18:53Z,"An official told Fars News on March 9, 2026 that Iran will intensify offensives against Israel and the US from March 9 night onward.",Fars News,government_official,military_pressure,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-10T16:18:53Z,Iran reported 104 crew members killed in a prior US attack on the IRIS Dena vessel.,Iranian state media/Fars News,government_official,military_pressure,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-10T16:18:53Z,"Israel killed Hezbollah's Nasr Unit head in south Lebanon overnight March 9-10, 2026.",IDF statements,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-10T16:18:53Z,"NATO intercepted a Turkey-bound Iranian ballistic missile on March 9, 2026.",NATO statements,government_official,military_pressure,regime_fall,2026-03-09T00:00:00Z,high
2026-03-10T16:18:53Z,"Iran's UN ambassador reported over 1,330 civilian deaths, including 300 children, from US-Israeli strikes as of March 9, 2026.",Iran UN Ambassador statement,government_official,military_pressure,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-10T16:18:53Z,"Hardline Iranian officials expressed dissatisfaction with President Masoud Pezeshkian's statement about Iranian attacks on regional nations on March 7, 2026.",Iranian official statements,government_official,internal_stability,regime_fall,2026-03-07T00:00:00Z,high
2026-03-10T16:18:53Z,"President Pezeshkian initially expressed regret to affected nations and stated the Leadership Council instructed the Armed Forces to refrain from attacking unless provoked, but shifted to a harder line by March 8, 2026.",Iranian government statements,government_official,internal_stability,regime_fall,2026-03-08T00:00:00Z,high
2026-03-10T16:18:53Z,"Iranian authorities reported attacks on four oil storage tankers and a petroleum transfer terminal around Tehran on March 8, 2026, resulting in four deaths.",Iranian government authorities,government_official,economic_collapse,regime_fall,2026-03-08T00:00:00Z,high
2026-03-10T16:18:53Z,"The Iranian Foreign Ministry characterized recent strikes as 'intentional chemical warfare' and warned of toxic air and acid rain risks on March 8, 2026.",Iranian Foreign Ministry,government_official,economic_collapse,regime_fall,2026-03-08T00:00:00Z,medium
2026-03-10T16:18:53Z,"Saudi Arabia warned Tehran on March 8, 2026 that further attacks on its territory or energy sites could trigger retaliation and potentially open Saudi bases to US operations.",Saudi Arabian government statements,government_official,diplomatic_signals,regime_fall,2026-03-08T00:00:00Z,high
2026-03-10T16:18:53Z,"Coalition airstrikes targeted the Parchin Military Complex, Shahroud Missile Facility, and Khojir Missile Production Complex in Iran.",Military/intelligence reports,government_official,military_pressure,regime_fall,2026-03-08T00:00:00Z,high
2026-03-10T16:18:53Z,"President Trump stated on March 5, 2026 that he wanted involvement in choosing Khamenei's successor and considered Mojtaba Khamenei 'unacceptable' as Iran's leader.",Trump statements,government_official,succession_dynamics,regime_fall,2026-03-05T00:00:00Z,high
2026-03-10T16:18:53Z,"Defense Secretary Pete Hegseth noted on March 10, 2026 that military strikes avoid 'endless nation-building.'",US Defense Secretary statements,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-10T16:18:53Z,"Prime Minister Netanyahu stated on March 10, 2026 that joint US-Israeli operations are 'breaking Iran's bones' and far from over.",Netanyahu statements,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-10T16:18:53Z,"IDF struck Beirut targets including rocket launchers overnight March 9-10, 2026.",IDF statements,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-10T16:18:53Z,"Iranian authorities warned of potential oil facility strikes in retaliation as of March 9, 2026.",Iranian government statements,government_official,economic_collapse,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-10T16:18:53Z,"According to ACLED analysis, despite the unprecedented military campaign, full Iranian capitulation remains unlikely and hardline IRGC elements are likely dominating decision-making.",ACLED analysis,think_tank,internal_stability,regime_fall,2026-03-10T00:00:00Z,medium
2026-03-10T16:18:53Z,"The US-Israeli war with Iran began on February 28, 2026.",Military/government reports,government_official,military_pressure,regime_fall,2026-02-28T00:00:00Z,high
2026-03-10T20:05:31Z,"Israeli Air Force completed airstrikes on March 9-10 targeting six major Iranian airbases, destroying IRGC Quds Force aircraft, attack helicopters, runways, and air defense systems.",Military intelligence reports,osint,military_pressure,regime_fall,2026-03-10T02:00:00Z,high
2026-03-10T20:05:31Z,"Israeli airstrikes hit military targets in Tehran, East Isfahan, and Shiraz, including a Quds Force headquarters in Tehran, with dozens of jets dropping over 170 bombs.",Military intelligence reports,osint,military_pressure,regime_fall,2026-03-10T02:00:00Z,high
2026-03-10T20:05:31Z,"IDF destroyed three missile launchers, an IRGC Drone Command Headquarters, and F-14 jets at Esfahan airbase on March 7.",Military intelligence reports,osint,military_pressure,regime_fall,2026-03-07T00:00:00Z,high
2026-03-10T20:05:31Z,"Iran's missile and drone capabilities remain severely degraded, with 10 of 17 Artesh Air Force tactical airbases and three ground aviation bases hit since February 28.",Military intelligence reports,osint,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-10T20:05:31Z,Iran launched nine missile barrages at Israel between March 8 3:00 PM ET and March 9 3:00 PM ET.,Military intelligence reports,osint,military_pressure,regime_fall,2026-03-09T20:00:00Z,high
2026-03-10T20:05:31Z,Iran launched 15 ballistic missiles and 18 drones at UAE on March 9.,Military intelligence reports,osint,military_pressure,regime_fall,2026-03-09T00:00:00Z,high
2026-03-10T20:05:31Z,"IRGC Ground Forces at Hamzeh Seyyed ol Shohada Base dismantled an armed anti-regime group in Kurdistan Province on March 9, killing one and arresting six.",Military intelligence reports,osint,internal_stability,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-10T20:05:31Z,"Combined force struck a Shahid Soleimani-class corvette off Bandar Lengeh, Hormozgan Province, on March 9.",Military intelligence reports,osint,military_pressure,regime_fall,2026-03-09T00:00:00Z,high
2026-03-10T20:05:31Z,"IDF struck over 120 Hezbollah targets in Lebanon on March 8-9, killing Nasr Unit Commander Abu Hussein Ragheb.",Military intelligence reports,osint,military_pressure,regime_fall,2026-03-09T00:00:00Z,high
2026-03-10T20:05:31Z,Senior clerics appointed Mojtaba Khamenei as supreme leader on March 8 following Ali Khamenei's death.,News reports,wire_service,succession_dynamics,regime_fall,2026-03-08T00:00:00Z,high
2026-03-10T20:05:31Z,"IRGC leaders including Mohammad Bagher Ghalibaf, Ali Larijani, and President Masoud Pezeshkian pledged allegiance to Mojtaba Khamenei on March 8.",News reports,wire_service,succession_dynamics,regime_fall,2026-03-08T00:00:00Z,high
2026-03-10T20:05:31Z,"An Interim Leadership Council consisting of Pezeshkian, Chief Justice Gholam-Hossein Mohseni-Eje'i, and Ayatollah Alireza Arafi was established on March 1 per Iran's constitution.",News reports,wire_service,succession_dynamics,regime_fall,2026-03-01T00:00:00Z,high
2026-03-10T20:05:31Z,Hardliners criticized President Pezeshkian's March 7 remarks apologizing to neighbors for Iranian attacks and ordering armed forces to avoid unprovoked strikes.,News reports,wire_service,internal_stability,regime_fall,2026-03-07T00:00:00Z,medium
2026-03-10T20:05:31Z,"IRGC continued attacks on March 7 despite Pezeshkian's orders to avoid unprovoked strikes, indicating leadership rifts.",News reports,wire_service,internal_stability,regime_fall,2026-03-07T00:00:00Z,medium
2026-03-10T20:05:31Z,Hardline IRGC elements dominate decision-making post-Khamenei killing with low evidence of internal fractures or defections.,News reports,wire_service,internal_stability,regime_fall,2026-03-10T00:00:00Z,medium
2026-03-10T20:05:31Z,"Israeli strikes as of March 6-7 hit IRGC headquarters, missile sites at Parchin, Shahroud, and Khojir, and leadership facilities including the Assembly of Experts and presidential office.",Military intelligence reports,osint,military_pressure,regime_fall,2026-03-07T00:00:00Z,high
2026-03-10T20:05:31Z,"Israeli strikes on internal security bases enabled a jailbreak in Mariwan, with IRGC ordering city evacuations.",Military intelligence reports,osint,internal_stability,regime_fall,2026-03-07T00:00:00Z,medium
2026-03-10T20:05:31Z,Trump stated on March 5 that he deemed Mojtaba Khamenei 'unacceptable' as successor and later called him a 'lightweight' who 'would not last long' without US approval.,News reports,wire_service,diplomatic_signals,regime_fall,2026-03-05T00:00:00Z,high
2026-03-10T20:05:31Z,Israel echoed Trump's threats regarding the unacceptability of Mojtaba Khamenei as successor.,News reports,wire_service,diplomatic_signals,regime_fall,2026-03-05T00:00:00Z,medium
2026-03-10T20:05:31Z,"Combined force strikes have degraded Iran's internal security in Tehran and western Iran since February 28, striking dozens of institutions.",Military intelligence reports,osint,internal_stability,regime_fall,2026-03-10T00:00:00Z,medium
2026-03-10T20:05:31Z,"Approximately 1,900 Iranian commanders and soldiers have been killed since the start of the 2026 war.",Military intelligence reports,osint,military_pressure,regime_fall,2026-03-09T00:00:00Z,medium
2026-03-11T00:05:27Z,Two US carrier strike groups (USS Gerald R. Ford and USS Abraham Lincoln) are operating in the Middle East region during the 2026 Iran conflict.,US military briefing,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-11T00:05:27Z,The USS Gerald R. Ford's air wings are supported by 14 US Air Force refueling tankers stationed at Israel's Ben Gurion Airport.,US military briefing,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-11T00:05:27Z,US B-1B Lancers have arrived at RAF Fairford for defensive operations in the Middle East.,US military briefing,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-11T00:05:27Z,Vermont Air National Guard's 158th Fighter Wing is deploying as part of Operation Epic Fury.,US military briefing,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-11T00:05:27Z,"Pentagon officials confirmed no US ground troops are currently inside Iran as of March 10, 2026.",Pentagon briefing,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-11T00:05:27Z,"Joint US-Israel strikes on February 28, 2026 targeted central Tehran with F-22 fighter jets deployed to Ovda Airbase.",US military briefing,government_official,military_pressure,regime_fall,2026-02-28T00:00:00Z,high
2026-03-11T00:05:27Z,"US strikes hit over 1,000 targets in the first 24 hours of operations, focusing on Iranian missile infrastructure.",Pentagon briefing,government_official,military_pressure,regime_fall,2026-03-01T00:00:00Z,high
2026-03-11T00:05:27Z,"Iran launched ballistic missiles and drones that were intercepted by US-partner air defenses from Qatar, UAE, Kuwait, Jordan, and Saudi Arabia.",US military briefing,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-11T00:05:27Z,Iran struck near the US Navy's Fifth Fleet headquarters in Bahrain.,US military briefing,government_official,military_pressure,regime_fall,2026-03-10T00:00:00Z,high
2026-03-11T00:05:27Z,"A fourth US service member death was reported as of March 2, 2026 during Operation Epic Fury.",Pentagon briefing,government_official,military_pressure,regime_fall,2026-03-02T00:00:00Z,high
2026-03-11T00:05:27Z,"Iran's parliament speaker rejected ceasefire talks on March 2, 2026.",Iranian government statement,government_official,diplomatic_signals,regime_fall,2026-03-02T00:00:00Z,high
2026-03-11T00:05:27Z,"President Masoud Pezeshkian expressed regret for attacks on neighbors and suspended unprovoked strikes on March 7, 2026.",Iranian government statement,government_official,internal_stability,regime_fall,2026-03-07T00:00:00Z,high
2026-03-11T00:05:27Z,"By March 8, 2026, President Pezeshkian reverted to a harder line, threatening decisive responses to military pressure.",Iranian government statement,government_official,internal_stability,regime_fall,2026-03-08T00:00:00Z,high
2026-03-11T00:05:27Z,"Hardline officials criticized President Pezeshkian's March 7 statements on March 8, 2026, revealing leadership rifts.",Iranian media report,regional_specialist,succession_dynamics,regime_fall,2026-03-08T00:00:00Z,medium
2026-03-11T00:05:27Z,"An Assembly of Experts member reported a vote on March 8, 2026 for Mojtaba Khamenei as successor with IRGC support.",Iranian government source,government_official,succession_dynamics,regime_fall,2026-03-08T00:00:00Z,medium
2026-03-11T00:05:27Z,"Saudi Arabia warned Iran on March 8, 2026 against attacks on its territory or energy sites, potentially opening bases to US operations.",Saudi government statement,government_official,diplomatic_signals,regime_fall,2026-03-08T00:00:00Z,high
2026-03-11T00:05:27Z,"Trump stated opposition to Mojtaba Khamenei as successor to Iran's Supreme Leader on March 5, 2026.",US government statement,government_official,diplomatic_signals,regime_fall,2026-03-05T00:00:00Z,high
2026-03-11T00:05:27Z,Trump stated no deal with Iran except unconditional surrender.,US government statement,government_official,diplomatic_signals,regime_fall,2026-03-10T00:00:00Z,high
2026-03-11T00:05:27Z,"IDF strikes hit IRGC headquarters, missile sites at Parchin, Shahroud, and Khojir, leadership facilities, and detention centers between March 6-8, 2026.",Israeli military statement,government_official,military_pressure,regime_fall,2026-03-08T00:00:00Z,high
2026-03-11T00:05:27Z,IRGC issued evacuation orders in border areas following Israeli strikes.,Iranian military source,government_official,military_pressure,regime_fall,2026-03-08T00:00:00Z,medium
2026-03-11T00:05:27Z,"Israeli strikes on detention centers caused jailbreaks as of March 8, 2026.",Israeli military statement,government_official,internal_stability,regime_fall,2026-03-08T00:00:00Z,medium
2026-03-11T04:05:31Z,"Operation Epic Fury, a major U.S.-led military campaign against Iran, was launched on February 28, 2026, under direct orders from President Donald Trump.",U.S. Central Command briefing,government_official,military_pressure,regime_fall,2026-02-28T00:00:00Z,high
2026-03-11T04:05:31Z,"More than 1,000 targets were struck in the first 24 hours of Operation Epic Fury as of March 2, 2026.",U.S. Central Command briefing,government_official,military_pressure,regime_fall,2026-03-02T00:00:00Z,high
2026-03-11T04:05:31Z,"Two U.S. carrier strike groups, USS Gerald R. Ford and USS Abraham Lincoln, were operating in the region as of March 2, 2026.",U.S. Central Command briefing,government_official,military_pressure,regime_fall,2026-03-02T00:00:00Z,high
2026-03-11T04:05:31Z,The USS Nimitz departed Naval Base Kitsap-Bremerton as part of military deployment to the region as of early March 2026.,U.S. military deployment reports,government_official,military_pressure,regime_fall,2026-03-02T00:00:00Z,high
2026-03-11T04:05:31Z,Vermont Air National Guard's 158th Fighter Wing members were deployed as part of Operation Epic Fury.,Military deployment reports,government_official,military_pressure,regime_fall,2026-03-02T00:00:00Z,high
2026-03-11T04:05:31Z,"Four American service members were killed as of March 2, 2026, during Operation Epic Fury, with Defense Secretary Pete Hegseth confirming additional losses are expected.",Defense Secretary Pete Hegseth statement,government_official,military_pressure,regime_fall,2026-03-02T00:00:00Z,high
2026-03-11T04:05:31Z,"The Iranian Red Crescent Society reported 555 deaths from U.S. and Israeli military operations as of March 2, 2026.",Iranian Red Crescent Society,government_official,military_pressure,regime_fall,2026-03-02T00:00:00Z,medium
2026-03-11T04:05:31Z,"Partner nations including Qatar, United Arab Emirates, Kuwait, Jordan, and Saudi Arabia integrated air defenses to intercept hundreds of ballistic missiles and one-way attack drones.",U.S. Central Command briefing,government_official,military_pressure,regime_fall,2026-03-02T00:00:00Z,high
2026-03-11T04:05:31Z,Iran struck near the U.S. Navy's Fifth Fleet headquarters in Bahrain in response to U.S. and allied military operations.,Military reports,government_official,military_pressure,regime_fall,2026-03-02T00:00:00Z,high
2026-03-11T04:05:31Z,Iran's parliament speaker stated on social media that Iran was 'definitely not looking for a ceasefire' as of early March 2026.,Social media / Iranian parliament speaker statement,social_media,diplomatic_signals,regime_fall,2026-03-02T00:00:00Z,medium
2026-03-11T04:05:31Z,"President Trump stated he has not ruled out ground operations, noting that 'it could be National Guard units. It could be regular Army units in the area.'",President Trump statement,government_official,military_pressure,regime_fall,2026-03-05T00:00:00Z,high
2026-03-11T04:05:31Z,Defense Secretary Hegseth confirmed there are no American boots on the ground inside Iran as of early March 2026.,Defense Secretary Pete Hegseth,government_official,military_pressure,regime_fall,2026-03-02T00:00:00Z,high
2026-03-11T04:05:31Z,"Israeli strikes on March 6, 2026 targeted IRGC facilities and missile sites including Parchin, Shahroud, and Khojir.",Military reports,government_official,military_pressure,regime_fall,2026-03-06T00:00:00Z,high
2026-03-11T04:05:31Z,"President Masoud Pezeshkian expressed regret for attacks on neighbors on March 7, 2026, and affirmed Iran would not launch unprovoked strikes.",Iranian government statement,government_official,diplomatic_signals,regime_fall,2026-03-07T00:00:00Z,high
